CRIMEID,CCN,PERSONID,PERSONTYPE,AGE,age_band,FATAL,MAJORINJURY,MINORINJURY,severity,IMPAIRED,SPEEDING,TICKETISSUED,INVEHICLETYPE,match_source,year_ccn,year,year_month,ward,date_source
28408749,20072430,89807251,Driver,23,16-24,N,N,Y,Minor,N,N,Y,Moped/scooter,moped_scooter,2020,2020,2020-05,Ward 4,reportdate
26787922,15197535,84997717,Driver,36,35-44,N,N,Y,Minor,N,Y,Y,Moped/scooter,moped_scooter,2015,2015,2015-12,Ward 8,reportdate
27959016,19030656,88110994,Driver,25,25-34,N,N,Y,Minor,N,N,N,Moped/scooter,moped_scooter,2019,2019,2019-02,Ward 2,reportdate
28175949,19171193,88949433,Driver,16,16-24,N,N,N,None,N,N,Y,Moped/scooter,moped_scooter,2019,2019,2019-09,Ward 5,reportdate
27976981,19041305,88178769,Driver,23,16-24,N,N,Y,Minor,N,N,N,Moped/scooter,moped_scooter,2019,2019,2019-03,Ward 5,reportdate
24172399,12119029,84911224,Driver,61,55-64,N,N,Y,Minor,N,N,N,Moped/scooter,moped_scooter,2012,2012,2012-08,Ward 2,reportdate
26817485,16005440,84707280,Passenger,24,16-24,N,N,N,None,N,N,N,Moped/scooter,moped_scooter,2016,2016,2016-01,Ward 1,reportdate
25239232,15034448,84903631,Driver,64,55-64,N,N,N,None,N,N,N,Moped/scooter,moped_scooter,2015,2015,2015-03,Ward 3,reportdate
26697622,15146981,84601559,Driver,31,25-34,N,N,Y,Minor,N,N,N,Moped/scooter,moped_scooter,2015,2015,2015-09,Ward 1,reportdate
28046658,19086134,88447377,Driver,0,<16,N,N,Y,Minor,N,N,N,Moped/scooter,moped_scooter,2019,2019,2019-05,Ward 2,reportdate
25006207,13169236,85032315,Driver,39,35-44,N,N,Y,Minor,N,N,N,Moped/scooter,moped_scooter,2013,2013,2013-11,Ward 1,reportdate
27257459,17048319,85520576,Driver,0,<16,N,N,N,None,N,N,Y,Moped/scooter,moped_scooter,2017,2017,2017-03,Ward 1,reportdate
27892051,18213460,87872588,Driver,31,25-34,N,N,Y,Minor,N,N,Y,Moped/scooter,moped_scooter,2018,2018,2018-12,Ward 1,reportdate
28493001,20112887,90061831,Driver,58,55-64,N,N,Y,Minor,N,N,N,Moped/scooter,moped_scooter,2020,2020,2020-08,Ward 4,reportdate
26707776,15152093,84851692,Driver,32,25-34,N,N,Y,Minor,N,N,Y,Moped/scooter,moped_scooter,2015,2015,2015-09,Ward 1,reportdate
26650455,11187099,84574750,Driver,35,35-44,N,N,N,None,N,N,N,Moped/scooter,moped_scooter,2011,2011,2011-12,Ward 2,reportdate
28468635,20100955,89989201,Driver,60,55-64,N,N,N,None,N,N,Y,Moped/scooter,moped_scooter,2020,2020,2020-07,Ward 5,reportdate
27408862,17145073,86087820,Driver,50,45-54,N,N,Y,Minor,N,N,Y,Moped/scooter,moped_scooter,2017,2017,2017-08,Ward 7,reportdate
28789922,21071908,90964731,Driver,14,<16,N,N,Y,Minor,N,N,N,Moped/scooter,moped_scooter,2021,2021,2021-05,Ward 6,reportdate
28211603,19194769,89091909,Passenger,26,25-34,N,N,Y,Minor,N,N,N,Moped/scooter,moped_scooter,2019,2019,2019-10,Ward 6,reportdate
28146796,19151902,88835591,Driver,56,55-64,N,N,Y,Minor,N,N,N,Moped/scooter,moped_scooter,2019,2019,2019-08,Ward 4,reportdate
28133065,19143135,88779629,Driver,53,45-54,N,N,Y,Minor,N,N,N,Moped/scooter,moped_scooter,2019,2019,2019-08,Ward 8,reportdate
27343485,17103530,85844839,Driver,25,25-34,N,N,Y,Minor,N,N,N,Moped/scooter,moped_scooter,2017,2017,2017-06,Ward 8,reportdate
26725428,15162536,84595497,Driver,19,16-24,N,N,Y,Minor,N,N,N,Moped/scooter,moped_scooter,2015,2015,2015-10,Ward 6,reportdate
27432959,17160397,86177577,Driver,64,55-64,N,N,Y,Minor,N,N,N,Moped/scooter,moped_scooter,2017,2017,2017-09,Ward 6,reportdate
25028632,14089021,84891182,Driver,23,16-24,N,Y,N,Major,N,N,N,Moped/scooter,moped_scooter,2014,2014,2014-06,Ward 3,reportdate
27281018,17063314,85607457,Driver,23,16-24,N,N,N,None,N,N,N,Moped/scooter,moped_scooter,2017,2017,2017-04,Ward 4,reportdate
27107806,16183198,85030778,Driver,26,25-34,N,N,N,None,N,N,N,Moped/scooter,moped_scooter,2016,2016,2016-10,Ward 4,reportdate
27045021,16143223,84781342,Driver,19,16-24,N,N,N,None,N,N,N,Moped/scooter,moped_scooter,2016,2016,2016-08,Ward 2,reportdate
28183894,19176503,88980245,Driver,24,16-24,N,N,Y,Minor,N,N,N,Moped/scooter,moped_scooter,2019,2019,2019-10,Ward 2,reportdate
25127886,14139480,84978968,Driver,16,16-24,N,N,N,None,N,N,N,Moped/scooter,moped_scooter,2014,2014,2014-09,Ward 6,reportdate
27359768,17114181,85904284,Driver,29,25-34,N,Y,N,Major,N,N,N,Moped/scooter,moped_scooter,2017,2017,2017-07,Ward 8,reportdate
27797008,18153912,87509326,Driver,37,35-44,N,N,Y,Minor,N,N,Y,Moped/scooter,moped_scooter,2018,2018,2018-09,Ward 5,reportdate
28168925,19166542,88921098,Driver,24,16-24,N,N,Y,Minor,N,N,N,Moped/scooter,moped_scooter,2019,2019,2019-09,Ward 8,reportdate
27276469,17060302,85591852,Driver,52,45-54,N,Y,N,Major,N,N,Y,Moped/scooter,moped_scooter,2017,2017,2017-04,Ward 6,reportdate
25075788,14113026,84747331,Driver,27,25-34,N,N,N,None,N,N,N,Moped/scooter,moped_scooter,2014,2014,2014-07,Ward 4,reportdate
26890740,16044971,84629516,Driver,24,16-24,N,N,N,None,N,N,N,Moped/scooter,moped_scooter,2016,2016,2016-03,Ward 8,reportdate
23962048,12051520,84575389,Driver,38,35-44,N,N,N,None,N,N,N,Moped/scooter,moped_scooter,2012,2011,2011-04,Ward 6,reportdate
28752852,21052266,90848154,Driver,18,16-24,N,N,N,None,N,N,Y,Moped/scooter,moped_scooter,2021,2021,2021-04,Ward 1,reportdate
27406688,17143827,86080942,Driver,32,25-34,N,N,N,None,N,N,N,Moped/scooter,moped_scooter,2017,2017,2017-08,Ward 2,reportdate
28140936,19148292,88812385,Driver,36,35-44,N,N,Y,Minor,N,N,N,Moped/scooter,moped_scooter,2019,2019,2019-08,Ward 1,reportdate
26982115,16103239,84862969,Driver,45,45-54,N,N,N,None,N,N,N,Moped/scooter,moped_scooter,2016,2016,2016-06,Ward 6,reportdate
26593432,09052915,84594209,Driver,24,16-24,N,N,N,None,N,N,N,Moped/scooter,moped_scooter,2009,2009,2009-04,Ward 2,reportdate
28175785,19171001,88948900,Driver,54,45-54,N,Y,N,Major,N,N,Y,Moped/scooter,moped_scooter,2019,2019,2019-09,Ward 2,reportdate
28817925,21087618,91051994,Driver,45,45-54,N,Y,N,Major,N,N,Y,Moped/scooter,moped_scooter,2021,2021,2021-06,Ward 5,reportdate
27742812,18119498,87343209,Driver,26,25-34,N,N,Y,Minor,N,N,N,Moped/scooter,moped_scooter,2018,2018,2018-07,Ward 6,reportdate
27840723,18181531,87678044,Driver,32,25-34,N,N,N,None,N,N,N,Moped/scooter,moped_scooter,2018,2018,2018-10,Ward 3,reportdate
28169136,19166602,88925105,Driver,34,25-34,N,N,N,None,N,N,N,Moped/scooter,moped_scooter,2019,2019,2019-09,Ward 6,reportdate
28230668,19205306,89163087,Driver,51,45-54,N,N,N,None,N,N,N,Moped/scooter,moped_scooter,2019,2019,2019-11,Ward 1,reportdate
27357857,17113008,85899992,Driver,37,35-44,N,N,Y,Minor,N,N,N,Moped/scooter,moped_scooter,2017,2017,2017-07,Ward 5,reportdate
28601897,20167934,90393462,Driver,35,35-44,N,N,Y,Minor,N,N,N,Moped/scooter,moped_scooter,2020,2020,2020-11,Ward 3,reportdate
28490980,20111922,90055279,Driver,23,16-24,N,N,Y,Minor,N,N,Y,Moped/scooter,moped_scooter,2020,2020,2020-08,Ward 5,reportdate
28450902,20093440,89936315,Driver,43,35-44,N,Y,N,Major,N,N,Y,Moped/scooter,moped_scooter,2020,2020,2020-06,Ward 2,reportdate
28206004,19191283,89068010,Driver,22,16-24,N,Y,N,Major,N,N,N,Moped/scooter,moped_scooter,2019,2019,2019-10,Ward 2,reportdate
26665683,15133892,84932878,Driver,61,55-64,N,N,Y,Minor,N,N,N,Moped/scooter,moped_scooter,2015,2015,2015-08,Ward 5,reportdate
27404709,17142603,86073349,Driver,47,45-54,N,N,Y,Minor,N,N,N,Moped/scooter,moped_scooter,2017,2017,2017-08,Ward 8,reportdate
28469820,20101806,89996063,Passenger,16,16-24,N,N,Y,Minor,N,N,N,Moped/scooter,moped_scooter,2020,2020,2020-07,Ward 7,reportdate
27455735,17173995,86266631,Driver,25,25-34,N,N,Y,Minor,N,N,Y,Moped/scooter,moped_scooter,2017,2017,2017-10,Ward 6,reportdate
26987710,16106823,84661315,Driver,22,16-24,N,N,Y,Minor,N,N,N,Moped/scooter,moped_scooter,2016,2016,2016-06,Ward 1,reportdate
28154152,19156775,88862749,Driver,25,25-34,N,N,Y,Minor,N,N,N,Moped/scooter,moped_scooter,2019,2019,2019-09,Ward 6,reportdate
28180002,19173857,88965584,Driver,0,<16,N,N,Y,Minor,N,N,N,Moped/scooter,moped_scooter,2019,2019,2019-09,Ward 4,reportdate
28345870,20044673,89615027,Driver,22,16-24,N,N,Y,Minor,N,N,N,Moped/scooter,moped_scooter,2020,2020,2020-03,Ward 4,reportdate
27056604,16150469,84774946,Driver,36,35-44,N,N,N,None,N,N,Y,Moped/scooter,moped_scooter,2016,2016,2016-09,Ward 1,reportdate
27846910,18185477,87706839,Driver,33,25-34,N,N,Y,Minor,N,N,Y,Moped/scooter,moped_scooter,2018,2018,2018-11,Ward 1,reportdate
27373593,17123047,85957680,Driver,0,<16,N,N,Y,Minor,N,N,Y,Moped/scooter,moped_scooter,2017,2017,2017-07,Ward 3,reportdate
24081592,12093603,84930453,Driver,49,45-54,N,Y,N,Major,N,N,N,Moped/scooter,moped_scooter,2012,2012,2012-07,Ward 2,reportdate
27013726,16123383,84735551,Driver,28,25-34,N,N,Y,Minor,N,N,N,Moped/scooter,moped_scooter,2016,2016,2016-07,Ward 4,reportdate
27876056,18203470,87812472,Driver,26,25-34,N,N,N,None,N,N,N,Moped/scooter,moped_scooter,2018,2018,2018-12,Ward 6,reportdate
27852690,18189081,87726107,Driver,19,16-24,N,N,Y,Minor,N,N,N,Moped/scooter,moped_scooter,2018,2018,2018-11,Ward 2,reportdate
28284069,20006594,89359639,Driver,36,35-44,N,N,Y,Minor,N,N,N,Moped/scooter,moped_scooter,2020,2020,2020-01,Ward 1,reportdate
25272210,15068367,84898418,Driver,19,16-24,N,N,Y,Minor,N,Y,N,Moped/scooter,moped_scooter,2015,2015,2015-05,Ward 7,reportdate
27715005,18101414,87199914,Driver,0,<16,N,N,N,None,N,N,N,Moped/scooter,moped_scooter,2018,2018,2018-06,Ward 8,reportdate
27017828,16126107,84773209,Driver,0,<16,N,N,N,None,N,Y,N,Moped/scooter,moped_scooter,2016,2016,2016-07,Ward 7,reportdate
27331154,17095685,85795977,Driver,0,<16,N,N,N,None,N,N,N,Moped/scooter,moped_scooter,2017,2017,2017-06,Ward 8,reportdate
27852630,18189030,87726113,Driver,0,<16,N,N,N,None,N,N,N,Moped/scooter,moped_scooter,2018,2018,2018-11,Ward 5,reportdate
26786621,15197299,84559110,Driver,0,<16,N,N,N,None,N,N,N,Moped/scooter,moped_scooter,2015,2015,2015-12,Ward 8,reportdate
26902907,16052476,84792908,Driver,0,<16,N,N,N,None,N,N,Y,Moped/scooter,moped_scooter,2016,2016,2016-04,Ward 4,reportdate
27042904,16141846,84921377,Passenger,0,<16,N,N,N,None,N,N,N,Moped/scooter,moped_scooter,2016,2016,2016-08,Ward 4,reportdate
28779955,21066588,90932892,Driver,0,<16,N,N,N,None,N,N,N,Moped/scooter,moped_scooter,2021,2021,2021-05,Ward 2,reportdate
27714531,18101532,87199854,Driver,0,<16,N,N,N,None,N,N,N,Moped/scooter,moped_scooter,2018,2018,2018-06,Ward 8,reportdate
27694089,18088851,87137626,Driver,0,<16,N,N,N,None,N,N,N,Moped/scooter,moped_scooter,2018,2018,2018-06,Ward 8,reportdate
28740937,21046653,90810276,Driver,0,<16,N,N,N,None,N,N,Y,Moped/scooter,moped_scooter,2021,2021,2021-04,Ward 6,reportdate
27713920,18101097,87195605,Driver,0,<16,N,N,N,None,N,N,N,Moped/scooter,moped_scooter,2018,2018,2018-06,Ward 5,reportdate
27067667,16157730,84786424,Driver,0,<16,N,N,N,None,N,N,Y,Moped/scooter,moped_scooter,2016,2016,2016-09,Ward 7,reportdate
27983085,19045374,88202646,Driver,0,<16,N,N,N,None,N,N,N,Moped/scooter,moped_scooter,2019,2019,2019-03,Ward 7,reportdate
28185224,19177437,88988082,Passenger,23,16-24,N,N,N,None,N,N,N,Moped/scooter,moped_scooter,2019,2019,2019-10,Ward 1,reportdate
28707845,21030818,90710947,Driver,0,<16,N,N,N,None,N,N,N,Moped/scooter,moped_scooter,2021,2021,2021-03,Ward 2,reportdate
28130781,19141585,88775335,Driver,0,<16,N,N,N,None,N,N,N,Moped/scooter,moped_scooter,2019,2019,2019-08,Ward 7,reportdate
27310669,17081750,85716785,Driver,0,<16,N,N,N,None,N,N,Y,Moped/scooter,moped_scooter,2017,2017,2017-05,Ward 5,reportdate
27348739,17107045,85932132,Driver,0,<16,N,N,N,None,N,N,Y,Moped/scooter,moped_scooter,2017,2017,2017-06,Ward 5,reportdate
24760744,13136942,84909102,Passenger,0,<16,N,N,N,None,N,N,N,Moped/scooter,moped_scooter,2013,2013,2013-09,Ward 1,reportdate
26612213,11012873,84605481,Passenger,0,<16,N,N,Y,Minor,N,N,N,Moped/scooter,moped_scooter,2011,2011,2011-01,Ward 8,reportdate
26893637,16047005,84857266,Passenger,36,35-44,N,N,Y,Minor,N,N,N,Moped/scooter,moped_scooter,2016,2016,2016-03,Ward 6,reportdate
28198095,19185933,89036484,Driver,0,<16,N,N,N,None,N,N,N,Moped/scooter,moped_scooter,2019,2019,2019-10,Ward 6,reportdate
27014831,16124123,84616622,Driver,57,55-64,N,N,Y,Minor,N,N,N,Moped/scooter,moped_scooter,2016,2016,2016-07,Ward 7,reportdate
28395736,20066480,89767120,Driver,0,<16,N,N,N,None,N,N,N,Moped/scooter,moped_scooter,2020,2020,2020-05,Ward 8,reportdate
26600644,09090507,84752127,Driver,34,25-34,N,N,N,None,N,N,N,Moped/scooter,moped_scooter,2009,2009,2009-06,Ward 1,reportdate
24309688,12159178,84812824,Driver,53,45-54,N,N,Y,Minor,N,N,N,Moped/scooter,moped_scooter,2012,2012,2012-11,Ward 1,reportdate
27983586,19045566,88206597,Driver,35,35-44,N,N,Y,Minor,N,N,N,Moped/scooter,moped_scooter,2019,2019,2019-03,Ward 4,reportdate
28824568,21091354,91074928,Driver,0,<16,N,N,N,None,N,N,N,Moped/scooter,moped_scooter,2021,2021,2021-07,Ward 5,reportdate
26592351,09039616,84768239,Driver,1,<16,N,N,N,None,N,N,N,Moped/scooter,moped_scooter,2009,2012,2012-06,Ward 8,reportdate
28081677,19109261,88582909,Driver,26,25-34,N,N,N,None,N,N,Y,Moped/scooter,moped_scooter,2019,2019,2019-06,Ward 2,reportdate
28574601,20154053,90312560,Driver,25,25-34,N,N,Y,Minor,N,N,Y,Moped/scooter,moped_scooter,2020,2020,2020-10,Ward 4,reportdate
28317942,20027585,89488030,Driver,39,35-44,N,N,Y,Minor,N,N,Y,Moped/scooter,moped_scooter,2020,2020,2020-02,Ward 2,reportdate
28203891,19189700,89059136,Driver,27,25-34,N,N,Y,Minor,N,N,N,Moped/scooter,moped_scooter,2019,2019,2019-10,Ward 6,reportdate
27887723,18210548,87856245,Driver,45,45-54,N,N,N,None,N,N,Y,Moped/scooter,moped_scooter,2018,2018,2018-12,Ward 1,reportdate
26039737285,21007759,26039737284,Driver,19,16-24,N,N,Y,Minor,N,N,N,Moped/Scooter,moped_scooter,2021,2021,2021-01,Ward 6,reportdate
25240220,15035018,84688880,Driver,29,25-34,N,N,N,None,N,N,N,Moped/scooter,moped_scooter,2015,2015,2015-03,Ward 3,reportdate
26997740858,21117426,26997789546,Driver,29,25-34,N,N,Y,Minor,N,N,N,Moped/Scooter,moped_scooter,2021,2021,2021-08,Ward 2,reportdate
26990524584,21116551,26990632948,Driver,53,45-54,N,N,Y,Minor,N,N,Y,Moped/Scooter,moped_scooter,2021,2021,2021-08,Ward 4,reportdate
26724970153,21110065,26726390700,Driver,30,25-34,N,N,Y,Minor,N,N,N,Moped/Scooter,moped_scooter,2021,2021,2021-08,Ward 1,reportdate
26808106073,21110735,26808315386,Driver,39,35-44,N,N,Y,Minor,N,N,N,Moped/Scooter,moped_scooter,2021,2021,2021-08,Ward 5,reportdate
27106863182,21120358,27109687064,Driver,39,35-44,N,N,N,None,N,N,N,Moped/Scooter,moped_scooter,2021,2021,2021-08,Ward 8,reportdate
27229273393,21125128,27229364961,Driver,78,65+,N,N,Y,Minor,N,N,N,Moped/Scooter,moped_scooter,2021,2021,2021-09,Ward 3,reportdate
27123215226,21120634,27147570809,Driver,55,55-64,N,Y,N,Major,N,N,Y,Moped/Scooter,moped_scooter,2021,2021,2021-08,Ward 5,reportdate
29943135918,21171873,29967245954,Driver,51,45-54,N,N,N,None,N,N,N,Moped/Scooter,moped_scooter,2021,2021,2021-11,Ward 6,reportdate
29963702429,21173883,29963757616,Driver,42,35-44,N,N,N,None,N,N,N,Moped/Scooter,moped_scooter,2021,2021,2021-11,Ward 5,reportdate
29731010903,21168295,29731453483,Driver,63,55-64,N,N,Y,Minor,N,N,N,Moped/Scooter,moped_scooter,2021,2021,2021-11,Ward 1,reportdate
32973927307,22055791,32973987200,Other,50,45-54,N,N,Y,Minor,N,N,N,Moped/Scooter,moped_scooter,2022,2022,2022-04,Ward 2,reportdate
33782728192,22067168,33783387599,Driver,35,35-44,N,N,N,None,N,N,Y,Moped/Scooter,moped_scooter,2022,2022,2022-05,Ward 1,reportdate
34093131003,22077053,34093329291,Driver,23,16-24,N,Y,N,Major,N,N,Y,Moped/Scooter,moped_scooter,2022,2022,2022-06,Ward 2,reportdate
34138478111,22079665,34138554433,Bicyclist,52,45-54,N,N,Y,Minor,N,N,N,Moped/Scooter,moped_scooter,2022,2022,2022-06,Ward 1,reportdate
34211697310,22084409,34211841588,Driver,31,25-34,N,N,Y,Minor,N,N,Y,Moped/Scooter,moped_scooter,2022,2022,2022-06,Ward 3,reportdate
34544638565,22091999,34544786478,Driver,17,16-24,N,Y,N,Major,N,Y,N,Moped/Scooter,moped_scooter,2022,2022,2022-06,Ward 5,reportdate
35409607638,22115216,35410731931,Driver,72,65+,N,Y,N,Major,N,N,N,Moped/Scooter,moped_scooter,2022,2022,2022-08,Ward 8,reportdate
35716362624,22118160,35716451723,Driver,0,<16,N,N,N,None,N,N,Y,Moped/Scooter,moped_scooter,2022,2022,2022-08,Ward 2,reportdate
35716362624,22118160,35716451735,Passenger,0,<16,N,N,N,None,N,N,N,Moped/Scooter,moped_scooter,2022,2022,2022-08,Ward 2,reportdate
35776283894,22119997,35777424487,Driver,21,16-24,N,N,Y,Minor,N,N,N,Moped/Scooter,moped_scooter,2022,2022,2022-08,Ward 2,reportdate
35776283894,22119997,35777619100,Passenger,24,16-24,N,N,Y,Minor,N,N,N,Moped/Scooter,moped_scooter,2022,2022,2022-08,Ward 2,reportdate
35752711107,22119071,35754806867,Driver,0,<16,N,N,N,None,N,N,N,Moped/Scooter,moped_scooter,2022,2022,2022-08,Ward 1,reportdate
35805493503,22122090,35806252619,Driver,49,45-54,N,N,Y,Minor,N,N,N,Moped/Scooter,moped_scooter,2022,2022,2022-08,Ward 2,reportdate
35794098041,22121330,35794191001,Driver,31,25-34,N,N,N,None,N,N,N,Moped/Scooter,moped_scooter,2022,2022,2022-08,Ward 6,reportdate
35794098041,22121330,35828068198,Passenger,0,<16,N,N,Y,Minor,N,N,N,Moped/Scooter,moped_scooter,2022,2022,2022-08,Ward 6,reportdate
35799563114,22121785,35800153865,Driver,25,25-34,N,N,N,None,N,N,N,Moped/Scooter,moped_scooter,2022,2022,2022-08,Ward 5,reportdate
35828267087,22123277,35828320725,Driver,16,16-24,N,N,Y,Minor,N,N,N,Moped/Scooter,moped_scooter,2022,2022,2022-08,Ward 7,reportdate
35868497370,22126322,35869110737,Driver,29,25-34,N,N,Y,Minor,N,N,N,Moped/Scooter,moped_scooter,2022,2022,2022-08,Ward 1,reportdate
35876033853,22126934,35876135601,Driver,31,25-34,N,N,N,None,N,N,N,Moped/Scooter,moped_scooter,2022,2022,2022-09,Ward 3,reportdate
36237957055,22131463,36237998677,Driver,29,25-34,N,N,Y,Minor,N,N,Y,Moped/Scooter,moped_scooter,2022,2022,2022-09,Ward 1,reportdate
36241203237,22131731,36242652527,Driver,27,25-34,N,N,Y,Minor,N,N,Y,Moped/Scooter,moped_scooter,2022,2022,2022-09,Ward 5,reportdate
36571283080,22137549,36571792365,Driver,28,25-34,N,N,Y,Minor,N,N,N,Moped or motorized bicycle,moped_or_motorized_bicycle,2022,2022,2022-09,Ward 4,reportdate
36573631299,22135840,36573710330,Other,50,45-54,N,N,Y,Minor,N,N,Y,Moped/Scooter,moped_scooter,2022,2022,2022-09,Ward 6,reportdate
36802186148,22140106,36808484221,Driver,70,65+,N,Y,N,Major,N,N,N,Moped/Scooter,moped_scooter,2022,2022,2022-09,Ward 5,reportdate
36619295097,22137860,36619313740,Driver,50,45-54,N,N,Y,Minor,N,N,Y,Moped/Scooter,moped_scooter,2022,2022,2022-09,Ward 2,reportdate
36623790036,22135486,37102249475,Driver,37,35-44,N,N,Y,Minor,N,N,N,Moped/Scooter,moped_scooter,2022,2022,2022-09,Ward 1,reportdate
37098822371,22139804,37098861485,Driver,52,45-54,N,N,N,None,N,N,N,Moped/Scooter,moped_scooter,2022,2022,2022-09,Ward 5,reportdate
37106709657,22143012,37107055513,Passenger,12,<16,N,N,N,None,N,N,N,Moped/Scooter,moped_scooter,2022,2022,2022-10,Ward 4,reportdate
37106709657,22143012,37106802628,Driver,46,45-54,N,N,Y,Minor,N,N,N,Moped/Scooter,moped_scooter,2022,2022,2022-10,Ward 4,reportdate
37095625759,22140648,37095885505,Driver,0,<16,N,N,Y,Minor,N,N,N,Moped/Scooter,moped_scooter,2022,2022,2022-09,Ward 2,reportdate
37095625759,22140648,37096159207,Passenger,36,35-44,N,N,Y,Minor,N,N,N,Moped/Scooter,moped_scooter,2022,2022,2022-09,Ward 2,reportdate
37160956611,22146602,37161005120,Driver,36,35-44,N,N,N,None,N,N,N,Moped/Scooter,moped_scooter,2022,2022,2022-10,Ward 1,reportdate
37295287686,22150211,37295421361,Driver,27,25-34,N,N,N,None,N,N,N,Moped/Scooter,moped_scooter,2022,2022,2022-10,Ward 2,reportdate
37319831624,22151103,37319960708,Driver,0,<16,N,N,Y,Minor,N,N,N,Moped or motorized bicycle,moped_or_motorized_bicycle,2022,2022,2022-10,Ward 1,reportdate
37270474787,22149460,37274058324,Driver,56,55-64,N,Y,N,Major,N,N,N,Moped/Scooter,moped_scooter,2022,2022,2022-10,Ward 4,reportdate
37291187057,22149909,37291550346,Driver,57,55-64,N,N,Y,Minor,N,N,N,Moped/Scooter,moped_scooter,2022,2022,2022-10,Ward 7,reportdate
37349628542,22153031,37349758663,Driver,0,<16,N,N,N,None,N,N,N,Moped/Scooter,moped_scooter,2022,2022,2022-10,Ward 7,reportdate
37337821016,22152279,37337993091,Driver,18,16-24,N,N,Y,Minor,N,N,N,Moped/Scooter,moped_scooter,2022,2022,2022-10,Ward 6,reportdate
37342180777,22152506,37342609860,Driver,0,<16,N,N,N,None,N,N,N,Moped/Scooter,moped_scooter,2022,2022,2022-10,Ward 5,reportdate
37812816625,22155699,37813395875,Driver,41,35-44,N,N,Y,Minor,N,Y,N,Moped/Scooter,moped_scooter,2022,2022,2022-10,Ward 8,reportdate
37851041488,22156468,37852235212,Driver,20,16-24,N,N,Y,Minor,N,N,N,Moped/Scooter,moped_scooter,2022,2022,2022-10,Ward 2,reportdate
37775514189,22155159,37776137847,Driver,32,25-34,N,N,Y,Minor,N,N,N,Moped/Scooter,moped_scooter,2022,2022,2022-10,Ward 4,reportdate
37974107367,22157870,37974369809,Driver,0,<16,N,N,N,None,N,N,N,Moped/Scooter,moped_scooter,2022,2022,2022-10,Ward 5,reportdate
37976041961,22158022,37976073763,Driver,18,16-24,N,N,Y,Minor,N,N,N,Moped/Scooter,moped_scooter,2022,2022,2022-10,Ward 7,reportdate
38006183857,22160116,38006269836,Driver,25,25-34,N,N,Y,Minor,N,N,N,Moped/Scooter,moped_scooter,2022,2022,2022-11,Ward 3,reportdate
38008028820,22159627,38008061300,Driver,25,25-34,N,N,Y,Minor,N,N,N,Moped/Scooter,moped_scooter,2022,2022,2022-11,Ward 5,reportdate
38009723609,22160470,38009756599,Driver,0,<16,N,N,Y,Minor,N,N,Y,Moped/Scooter,moped_scooter,2022,2022,2022-11,Ward 2,reportdate
38016988298,22160640,38017452196,Other,0,<16,N,N,Y,Minor,N,N,N,Moped/Scooter,moped_scooter,2022,2022,2022-11,Ward 4,reportdate
38035378174,22162338,38035579193,Driver,56,55-64,N,Y,N,Major,N,N,Y,Moped/Scooter,moped_scooter,2022,2022,2022-11,Ward 5,reportdate
38051588116,22163120,38056935993,Passenger,35,35-44,N,N,N,None,N,N,N,Moped/Scooter,moped_scooter,2022,2022,2022-11,Ward 8,reportdate
38051588116,22163120,38056329815,Driver,32,25-34,N,N,N,None,N,N,Y,Moped/Scooter,moped_scooter,2022,2022,2022-11,Ward 8,reportdate
38686620189,22172103,38687059289,Driver,54,45-54,N,Y,N,Major,N,N,N,Moped/Scooter,moped_scooter,2022,2022,2022-11,Ward 2,reportdate
38755671984,22175472,38759178258,Driver,0,<16,N,Y,N,Major,N,N,N,Moped/Scooter,moped_scooter,2022,2022,2022-12,Ward 1,reportdate
38689332139,22172361,38786767554,Driver,28,25-34,Y,N,N,Fatal,N,N,N,Moped/Scooter,moped_scooter,2022,2022,2022-11,Ward 7,reportdate
38786705521,22177081,38786728587,Driver,18,16-24,N,N,Y,Minor,N,N,N,Moped/Scooter,moped_scooter,2022,2022,2022-12,Ward 7,reportdate
38934592238,22181427,38934936875,Driver,47,45-54,N,N,Y,Minor,N,N,N,Moped/Scooter,moped_scooter,2022,2022,2022-12,Ward 2,reportdate
39164800535,22187697,39164973169,Driver,0,<16,N,N,N,None,N,N,Y,Moped or motorized bicycle,moped_or_motorized_bicycle,2022,2022,2022-12,Ward 2,reportdate
39165048643,22187692,39278511931,Driver,54,45-54,N,N,Y,Minor,N,N,Y,Moped or motorized bicycle,moped_or_motorized_bicycle,2022,2022,2022-12,Ward 4,reportdate
40983903409,23010847,40984047133,Driver,65,65+,N,N,N,None,N,N,N,Moped or motorized bicycle,moped_or_motorized_bicycle,2023,2023,2023-01,Ward 6,reportdate
41241410799,23014642,41241478795,Driver,0,<16,N,N,N,None,N,N,N,Moped or motorized bicycle,moped_or_motorized_bicycle,2023,2023,2023-01,Ward 6,reportdate
41153802951,23012870,41154053568,Driver,40,35-44,N,N,N,None,N,N,N,Moped or motorized bicycle,moped_or_motorized_bicycle,2023,2023,2023-01,Ward 2,reportdate
41318503056,23016392,41318521553,Driver,0,<16,N,N,N,None,N,N,N,Moped or motorized bicycle,moped_or_motorized_bicycle,2023,2023,2023-01,Ward 6,reportdate
41493594355,23019556,41493618462,Driver,47,45-54,N,N,N,None,N,N,N,Moped or motorized bicycle,moped_or_motorized_bicycle,2023,2023,2023-02,Ward 6,reportdate
