CRIMEID,CCN,PERSONID,PERSONTYPE,AGE,age_band,FATAL,MAJORINJURY,MINORINJURY,severity,IMPAIRED,SPEEDING,TICKETISSUED,INVEHICLETYPE,match_source,year_ccn,year,year_month,ward,date_source
27806678,18160217,87549612,Driver,55,55-64,N,N,N,None,N,N,Y,Moped/scooter,moped_scooter,2018,2018,,,ccn_year_fallback
25177000,14171588,85007449,Driver,26,25-34,N,N,N,None,N,N,N,Moped/scooter,moped_scooter,2014,2014,,,ccn_year_fallback
25203504,14197488,84810972,Driver,,Unknown,N,N,N,None,N,N,N,Moped/scooter,moped_scooter,2014,2014,,,ccn_year_fallback
25218769,15012079,84956257,Driver,26,25-34,N,N,N,None,N,N,N,Moped/scooter,moped_scooter,2015,2015,,,ccn_year_fallback
24734291,13131979,84589498,Driver,27,25-34,N,N,Y,Minor,N,N,N,Moped/scooter,moped_scooter,2013,2013,,,ccn_year_fallback
24213490,12130954,84990042,Driver,,Unknown,N,N,N,None,N,N,N,Moped/scooter,moped_scooter,2012,2012,,,ccn_year_fallback
25264964,15060746,84865674,Driver,23,16-24,N,N,N,None,N,N,N,Moped/scooter,moped_scooter,2015,2015,,,ccn_year_fallback
25279306,15074924,84666757,Passenger,,Unknown,N,Y,N,Major,N,N,N,Moped/scooter,moped_scooter,2015,2015,,,ccn_year_fallback
25279306,15074924,84687478,Driver,15,<16,N,N,N,None,N,N,N,Moped/scooter,moped_scooter,2015,2015,,,ccn_year_fallback
25282125,15078605,84567861,Driver,38,35-44,N,N,N,None,N,N,N,Moped/scooter,moped_scooter,2015,2015,,,ccn_year_fallback
25291089,15087571,84600356,Driver,65,65+,N,N,Y,Minor,N,N,N,Moped/scooter,moped_scooter,2015,2015,,,ccn_year_fallback
25317384,15114246,84979456,Driver,28,25-34,N,N,N,None,N,N,N,Moped/scooter,moped_scooter,2015,2015,,,ccn_year_fallback
25309047,15105724,84828874,Passenger,,Unknown,N,Y,N,Major,N,N,N,Moped/scooter,moped_scooter,2015,2015,,,ccn_year_fallback
25309047,15105724,84953444,Driver,18,16-24,N,Y,N,Major,N,N,N,Moped/scooter,moped_scooter,2015,2015,,,ccn_year_fallback
24259079,12144149,84562471,Driver,56,55-64,N,N,N,None,N,N,N,Moped/scooter,moped_scooter,2012,2012,,,ccn_year_fallback
24283683,12152260,84839660,Driver,45,45-54,N,N,N,None,N,N,N,Moped/scooter,moped_scooter,2012,2012,,,ccn_year_fallback
24273711,12149390,84778658,Driver,59,55-64,N,Y,N,Major,N,N,N,Moped/scooter,moped_scooter,2012,2012,,,ccn_year_fallback
25291862,15087845,85038800,Driver,64,55-64,N,N,N,None,N,N,N,Moped/scooter,moped_scooter,2015,2015,,,ccn_year_fallback
26487407,11093556,84867518,Driver,,Unknown,N,N,N,None,N,N,N,Moped/scooter,moped_scooter,2011,2011,,,ccn_year_fallback
26617502,10031318,84638155,Driver,21,16-24,N,N,Y,Minor,N,N,N,Moped/scooter,moped_scooter,2010,2010,,,ccn_year_fallback
26621219,10039012,84916053,Driver,53,45-54,N,N,Y,Minor,N,N,N,Moped/scooter,moped_scooter,2010,2010,,,ccn_year_fallback
26588582,09003585,84964147,Driver,60,55-64,N,N,N,None,N,N,N,Moped/scooter,moped_scooter,2009,2009,,,ccn_year_fallback
26589079,10004742,84888054,Driver,38,35-44,N,N,Y,Minor,N,N,N,Moped/scooter,moped_scooter,2010,2010,,,ccn_year_fallback
26593724,09051682,84924942,Passenger,,Unknown,N,N,N,None,N,N,N,Moped/scooter,moped_scooter,2009,2009,,,ccn_year_fallback
26593724,09051682,84760534,Driver,,Unknown,N,N,N,None,N,N,N,Moped/scooter,moped_scooter,2009,2009,,,ccn_year_fallback
26594568,09061031,84884185,Driver,20,16-24,N,N,Y,Minor,N,N,N,Moped/scooter,moped_scooter,2009,2009,,,ccn_year_fallback
26595597,08105810,84827427,Passenger,,Unknown,N,N,N,None,N,N,N,Moped/scooter,moped_scooter,2008,2008,2008-07,Ward 4,reportdate
26595597,08105810,84769011,Driver,,Unknown,N,N,N,None,N,Y,N,Moped/scooter,moped_scooter,2008,2008,2008-07,Ward 4,reportdate
26596344,09068333,84744359,Driver,32,25-34,N,N,N,None,N,N,N,Moped/scooter,moped_scooter,2009,2009,,,ccn_year_fallback
26595748,08079971,84955710,Driver,27,25-34,N,N,N,None,N,N,N,Moped/scooter,moped_scooter,2008,2008,,,ccn_year_fallback
26597427,08113288,84557086,Driver,,Unknown,N,N,N,None,N,N,N,Moped/scooter,moped_scooter,2008,2008,,,ccn_year_fallback
26602274,09101600,84792059,Driver,38,35-44,N,N,N,None,N,N,N,Moped/scooter,moped_scooter,2009,2009,,,ccn_year_fallback
26601917,09105660,84579211,Driver,27,25-34,N,N,Y,Minor,N,N,N,Moped/scooter,moped_scooter,2009,2009,,,ccn_year_fallback
26605352,09141400,84574723,Driver,55,55-64,N,N,Y,Minor,N,N,N,Moped/scooter,moped_scooter,2009,2009,,,ccn_year_fallback
26608725,09173135,84580607,Driver,44,35-44,N,Y,N,Major,N,N,N,Moped/scooter,moped_scooter,2009,2009,,,ccn_year_fallback
26608868,09173910,84835749,Driver,58,55-64,N,N,N,None,N,N,N,Moped/scooter,moped_scooter,2009,2009,,,ccn_year_fallback
26609194,09176376,84596777,Driver,22,16-24,N,N,Y,Minor,N,N,N,Moped/scooter,moped_scooter,2009,2009,,,ccn_year_fallback
26610098,11001503,84996021,Driver,46,45-54,N,N,Y,Minor,N,N,N,Moped/scooter,moped_scooter,2011,2011,,,ccn_year_fallback
26620214,12039172,84662210,Driver,31,25-34,N,N,N,None,N,N,N,Moped/scooter,moped_scooter,2012,2012,,,ccn_year_fallback
26622823,10051946,84816744,Driver,28,25-34,N,N,N,None,N,N,N,Moped/scooter,moped_scooter,2010,2010,,,ccn_year_fallback
26626425,10061837,84751449,Driver,23,16-24,N,N,N,None,N,N,N,Moped/scooter,moped_scooter,2010,2010,,,ccn_year_fallback
24009690,12055980,84970380,Driver,,Unknown,N,N,N,None,N,N,N,Moped/scooter,moped_scooter,2012,2012,,,ccn_year_fallback
26632056,11089226,84818190,Driver,51,45-54,N,N,N,None,N,N,N,Moped/scooter,moped_scooter,2011,2011,,,ccn_year_fallback
26636479,11104398,84961338,Driver,57,55-64,N,Y,N,Major,N,N,N,Moped/scooter,moped_scooter,2011,2011,,,ccn_year_fallback
26638204,11113575,84863672,Driver,,Unknown,N,N,N,None,N,N,N,Moped/scooter,moped_scooter,2011,2011,,,ccn_year_fallback
26637897,11116502,84616211,Driver,34,25-34,N,N,Y,Minor,N,N,N,Moped/scooter,moped_scooter,2011,2011,,,ccn_year_fallback
26640083,10117801,84888978,Driver,45,45-54,N,N,N,None,N,N,N,Moped/scooter,moped_scooter,2010,2010,,,ccn_year_fallback
26641228,10129736,85038195,Driver,19,16-24,N,N,Y,Minor,N,N,N,Moped/scooter,moped_scooter,2010,2010,,,ccn_year_fallback
26640389,11126939,84582886,Driver,35,35-44,N,N,N,None,N,N,N,Moped/scooter,moped_scooter,2011,2011,,,ccn_year_fallback
26642685,10131565,84911434,Driver,,Unknown,N,N,N,None,N,N,N,Moped/scooter,moped_scooter,2010,2010,,,ccn_year_fallback
26643967,10139786,85013545,Driver,,Unknown,N,N,N,None,N,N,N,Moped/scooter,moped_scooter,2010,2010,,,ccn_year_fallback
26645419,10147580,84745278,Driver,27,25-34,N,N,Y,Minor,N,N,N,Moped/scooter,moped_scooter,2010,2010,,,ccn_year_fallback
26645419,10147580,84701407,Passenger,,Unknown,N,N,Y,Minor,N,N,N,Moped/scooter,moped_scooter,2010,2010,,,ccn_year_fallback
26651465,10176288,84679085,Driver,39,35-44,N,N,Y,Minor,N,N,N,Moped/scooter,moped_scooter,2010,2010,,,ccn_year_fallback
26641254,10124453,84931650,Driver,18,16-24,N,N,N,None,N,Y,N,Moped/scooter,moped_scooter,2010,2010,,,ccn_year_fallback
25107093,14129023,84836021,Driver,50,45-54,N,N,Y,Minor,N,N,N,Moped/scooter,moped_scooter,2014,2014,,,ccn_year_fallback
24615218,13072269,84575301,Driver,30,25-34,N,N,N,None,N,N,N,Moped/scooter,moped_scooter,2013,2013,,,ccn_year_fallback
24104175,12100649,84878272,Driver,0,<16,N,N,N,None,N,N,N,Moped/scooter,moped_scooter,2012,2012,2012-07,Ward 5,reportdate
24651653,13090761,84717084,Driver,0,<16,N,N,N,None,N,N,N,Moped/scooter,moped_scooter,2013,2013,2013-07,Ward 8,reportdate
24172866,12119472,84817939,Driver,0,<16,N,N,N,None,N,N,N,Moped/scooter,moped_scooter,2012,2012,2012-08,Ward 7,reportdate
24209505,12129719,84708141,Driver,0,<16,N,N,N,None,N,N,N,Moped/scooter,moped_scooter,2012,2012,2012-09,Ward 3,reportdate
24960191,13143452,84952447,Driver,0,<16,N,N,N,None,N,N,N,Moped/scooter,moped_scooter,2013,2013,2013-10,Ward 8,reportdate
24378430,12180141,84689001,Driver,0,<16,N,N,N,None,N,N,N,Moped/scooter,moped_scooter,2012,2012,2012-12,Ward 2,reportdate
24478974,13029891,84955741,Driver,0,<16,N,N,N,None,N,N,N,Moped/scooter,moped_scooter,2013,2013,2013-03,Ward 1,reportdate
24400441,13004284,84629060,Driver,0,<16,N,N,N,None,N,N,N,Moped/scooter,moped_scooter,2013,2013,2013-01,Ward 6,reportdate
24547756,13051598,85032203,Driver,0,<16,N,N,N,None,N,N,N,Moped/scooter,moped_scooter,2013,2013,2013-04,Ward 5,reportdate
24672851,13101581,84699863,Driver,0,<16,N,N,N,None,N,N,N,Moped/scooter,moped_scooter,2013,2013,2013-07,Ward 6,reportdate
24981542,13155714,84663938,Driver,0,<16,N,N,N,None,N,N,N,Moped/scooter,moped_scooter,2013,2013,2013-10,Ward 5,reportdate
25011579,14080255,84900076,Driver,0,<16,N,N,N,None,N,N,N,Moped/scooter,moped_scooter,2014,2014,,,ccn_year_fallback
25018140,13175091,85030016,Driver,0,<16,N,N,N,None,N,N,N,Moped/scooter,moped_scooter,2013,2013,2013-12,Ward 7,reportdate
24760744,13136942,85051376,Driver,0,<16,N,N,N,None,N,N,N,Moped/scooter,moped_scooter,2013,2013,2013-09,Ward 1,reportdate
25022060,13177161,84774146,Driver,0,<16,N,N,N,None,N,Y,N,Moped/scooter,moped_scooter,2013,2013,2013-12,Ward 6,reportdate
25052109,14005510,84677888,Driver,0,<16,N,N,N,None,N,N,N,Moped/scooter,moped_scooter,2014,2014,2014-01,Ward 8,reportdate
25271677,15067102,84857548,Driver,0,<16,N,N,N,None,N,N,N,Moped/scooter,moped_scooter,2015,2015,2015-05,Ward 8,reportdate
25187515,14181956,84602381,Driver,0,<16,N,N,N,None,N,N,N,Moped/scooter,moped_scooter,2014,2014,2014-11,Ward 7,reportdate
25315022,15111876,84954326,Driver,0,<16,N,N,N,None,N,N,N,Moped/scooter,moped_scooter,2015,2015,2015-07,Ward 7,reportdate
25317655,15114215,84637654,Driver,0,<16,N,N,N,None,N,N,N,Moped/scooter,moped_scooter,2015,2015,2015-07,Ward 6,reportdate
24994981,13164058,84658181,Driver,0,<16,N,N,N,None,N,N,N,Moped/scooter,moped_scooter,2013,2013,2013-11,Ward 4,reportdate
26599383,08153984,84633820,Driver,0,<16,N,N,N,None,N,N,N,Moped/scooter,moped_scooter,2008,2008,2008-10,Ward 2,reportdate
26632666,11094093,85019684,Driver,0,<16,N,N,N,None,N,N,N,Moped/scooter,moped_scooter,2011,2011,2011-07,Ward 8,reportdate
26637502,10107555,84673112,Driver,0,<16,N,N,N,None,N,N,N,Moped/scooter,moped_scooter,2010,2010,2010-07,Ward 8,reportdate
26623195,10048196,84646782,Driver,0,<16,N,N,N,None,N,N,N,Moped/scooter,moped_scooter,2010,2010,2010-04,Ward 6,reportdate
26631593,12071356,84811468,Driver,0,<16,N,N,N,None,N,N,N,Moped/scooter,moped_scooter,2012,2012,2012-05,Ward 4,reportdate
26699457,15148170,84712386,Driver,0,<16,N,N,N,None,N,N,N,Moped/scooter,moped_scooter,2015,2015,2015-09,Ward 6,reportdate
26916676,16060798,84643660,Driver,0,<16,N,N,N,None,N,N,Y,Moped/scooter,moped_scooter,2016,2016,2016-04,Ward 1,reportdate
26947668,16080412,84576129,Driver,0,<16,N,N,N,None,N,N,N,Moped/scooter,moped_scooter,2016,2016,2016-05,Ward 4,reportdate
26947684,16080302,84622125,Driver,0,<16,N,N,N,None,N,N,N,Moped/scooter,moped_scooter,2016,2016,2016-05,Ward 8,reportdate
26645005,10147210,84903402,Driver,0,<16,N,N,N,None,N,N,N,Moped/scooter,moped_scooter,2010,2010,2010-10,Ward 2,reportdate
26645673,11156005,84594501,Driver,0,<16,N,N,N,None,N,N,N,Moped/scooter,moped_scooter,2011,2011,2011-10,Ward 7,reportdate
27047980,16144973,84811065,Driver,0,<16,N,N,N,None,N,N,N,Moped/scooter,moped_scooter,2016,2016,2016-08,Ward 7,reportdate
27064560,16155656,84964820,Driver,0,<16,N,N,N,None,N,N,Y,Moped/scooter,moped_scooter,2016,2016,2016-09,Ward 6,reportdate
25124268,14137470,84874103,Driver,0,<16,N,N,N,None,N,N,N,Moped/scooter,moped_scooter,2014,2014,2014-09,Ward 2,reportdate
26975604,16098808,84824648,Driver,0,<16,N,N,N,None,N,N,Y,Moped/scooter,moped_scooter,2016,2016,2016-06,Ward 7,reportdate
25064569,14107696,84590372,Driver,0,<16,N,N,N,None,N,N,N,Moped/scooter,moped_scooter,2014,2014,2014-07,Ward 5,reportdate
27099675,16177820,85004755,Driver,0,<16,N,N,N,None,N,N,N,Moped/scooter,moped_scooter,2016,2016,2016-10,Ward 4,reportdate
27059621,16152471,85040723,Driver,0,<16,N,N,N,None,N,N,Y,Moped/scooter,moped_scooter,2016,2016,2016-09,Ward 6,reportdate
25245271,15039564,84927608,Driver,0,<16,N,N,N,None,N,N,N,Moped/scooter,moped_scooter,2015,2015,2015-03,Ward 7,reportdate
27198804,17014654,85309329,Driver,0,<16,N,N,N,None,N,N,N,Moped/scooter,moped_scooter,2017,2017,2017-01,Ward 8,reportdate
27395813,17136867,86036870,Driver,0,<16,N,N,N,None,N,N,N,Moped/scooter,moped_scooter,2017,2017,2017-08,Ward 4,reportdate
26902907,16052476,84830065,Passenger,0,<16,N,N,N,None,N,N,N,Moped/scooter,moped_scooter,2016,2016,2016-04,Ward 4,reportdate
27343893,17103897,85848621,Driver,0,<16,N,N,N,None,N,N,N,Moped/scooter,moped_scooter,2017,2017,2017-06,Ward 7,reportdate
25236300,15031403,84603264,Driver,0,<16,N,N,N,None,N,N,N,Moped/scooter,moped_scooter,2015,2015,2015-03,Ward 7,reportdate
26883925,16041048,84746761,Driver,0,<16,N,N,N,None,N,N,N,Moped/scooter,moped_scooter,2016,2016,2016-03,Ward 7,reportdate
27302773,17076660,85686604,Driver,0,<16,N,N,N,None,N,N,N,Moped/scooter,moped_scooter,2017,2017,2017-05,Ward 8,reportdate
26953855,16084437,85054547,Driver,0,<16,N,N,N,None,N,N,N,Moped/scooter,moped_scooter,2016,2016,2016-05,Ward 7,reportdate
26965522,16092044,84907922,Driver,0,<16,N,N,N,None,N,N,N,Moped/scooter,moped_scooter,2016,2016,2016-06,Ward 7,reportdate
27273915,17058717,85581043,Driver,0,<16,N,N,N,None,N,N,N,Moped/scooter,moped_scooter,2017,2017,2017-04,Ward 6,reportdate
26951947,16083000,84594673,Driver,0,<16,N,N,N,None,N,N,Y,Moped/scooter,moped_scooter,2016,2016,2016-05,Ward 8,reportdate
27435956,17162280,86189399,Driver,0,<16,N,N,N,None,N,N,N,Moped/scooter,moped_scooter,2017,2017,2017-09,Ward 2,reportdate
27009959,16121057,84748258,Driver,0,<16,N,N,N,None,N,N,N,Moped/scooter,moped_scooter,2016,2016,2016-07,Ward 5,reportdate
26892511,16045573,84606782,Driver,0,<16,N,N,N,None,N,N,Y,Moped/scooter,moped_scooter,2016,2016,2016-03,Ward 1,reportdate
27441508,17165754,86211304,Passenger,0,<16,N,N,N,None,Y,N,N,Moped/scooter,moped_scooter,2017,2017,2017-09,Ward 1,reportdate
27047705,16144882,85024206,Driver,0,<16,N,N,N,None,N,N,N,Moped/scooter,moped_scooter,2016,2016,2016-08,Ward 1,reportdate
27066039,16156749,84837850,Driver,0,<16,N,N,N,None,N,N,N,Moped/scooter,moped_scooter,2016,2016,2016-09,Ward 6,reportdate
27331164,17095640,85795373,Driver,0,<16,N,N,N,None,N,N,N,Moped/scooter,moped_scooter,2017,2017,2017-06,Ward 1,reportdate
27674707,18076513,87048799,Driver,0,<16,N,N,N,None,N,N,N,Moped/scooter,moped_scooter,2018,2018,2018-05,Ward 1,reportdate
27659708,18067702,86994038,Driver,0,<16,N,N,N,None,N,N,N,Moped/scooter,moped_scooter,2018,2018,2018-04,Ward 2,reportdate
27705975,18096008,87163528,Driver,0,<16,N,N,N,None,N,N,N,Moped/scooter,moped_scooter,2018,2018,2018-06,Ward 7,reportdate
27507806,17205478,86454975,Driver,0,<16,N,N,N,None,N,N,N,Moped/scooter,moped_scooter,2017,2017,2017-11,Ward 8,reportdate
27271905,17057549,85572591,Driver,0,<16,N,N,N,None,N,N,N,Moped/scooter,moped_scooter,2017,2017,2017-04,Ward 1,reportdate
27306810,17079433,85703980,Driver,0,<16,N,N,N,None,N,N,N,Moped/scooter,moped_scooter,2017,2017,2017-05,Ward 8,reportdate
27333085,17096976,85803250,Driver,0,<16,N,N,N,None,N,N,N,Moped/scooter,moped_scooter,2017,2017,2017-06,Ward 8,reportdate
27827880,18173838,87626878,Driver,0,<16,N,N,N,None,N,N,N,Moped/scooter,moped_scooter,2018,2018,2018-10,Ward 5,reportdate
27852749,18189110,87724893,Driver,0,<16,N,N,N,None,N,N,N,Moped/scooter,moped_scooter,2018,2018,2018-11,Ward 6,reportdate
27778941,18142313,87440177,Driver,0,<16,N,N,N,None,N,N,N,Moped/scooter,moped_scooter,2018,2018,2018-08,Ward 8,reportdate
27497806,17199921,86421001,Driver,0,<16,N,N,N,None,N,N,N,Moped/scooter,moped_scooter,2017,2017,2017-11,Ward 5,reportdate
27526485,17216754,86526044,Driver,0,<16,N,N,N,None,N,N,N,Moped/scooter,moped_scooter,2017,2017,2017-12,Ward 1,reportdate
27581502,18022265,86722398,Driver,0,<16,N,N,N,None,N,N,N,Moped/scooter,moped_scooter,2018,2018,2018-02,Ward 6,reportdate
27772906,18138375,87415863,Driver,0,<16,N,N,N,None,N,N,N,Moped/scooter,moped_scooter,2018,2018,2018-08,Ward 6,reportdate
28029846,19075642,88382374,Driver,0,<16,N,N,N,None,N,N,Y,Moped/scooter,moped_scooter,2019,2019,2019-05,Ward 4,reportdate
28049150,19088325,88457883,Driver,0,<16,N,N,N,None,N,N,N,Moped/scooter,moped_scooter,2019,2019,2019-05,Ward 8,reportdate
28007805,19061328,88299531,Driver,0,<16,N,N,N,None,N,N,N,Moped/scooter,moped_scooter,2019,2019,2019-04,Ward 4,reportdate
27842933,18183047,87686529,Driver,0,<16,N,N,N,None,N,N,N,Moped/scooter,moped_scooter,2018,2018,2018-10,Ward 8,reportdate
27992042,19051022,88239150,Driver,0,<16,N,N,N,None,N,N,N,Moped/scooter,moped_scooter,2019,2019,2019-03,Ward 1,reportdate
28045731,19084100,88442046,Driver,0,<16,N,N,N,None,N,N,N,Moped/scooter,moped_scooter,2019,2019,2019-05,Ward 8,reportdate
27716869,18103142,87206892,Passenger,0,<16,N,N,N,None,N,N,N,Moped/scooter,moped_scooter,2018,2018,2018-06,Ward 1,reportdate
27842112,18182614,87681533,Driver,0,<16,N,N,N,None,N,N,N,Moped/scooter,moped_scooter,2018,2018,2018-10,Ward 1,reportdate
28108775,19127085,88687775,Passenger,0,<16,N,N,N,None,N,N,N,Moped/scooter,moped_scooter,2019,2019,2019-07,Ward 1,reportdate
27720445,18105237,87223444,Driver,0,<16,N,N,N,None,N,N,N,Moped/scooter,moped_scooter,2018,2018,2018-06,Ward 7,reportdate
27774702,18139403,87423821,Driver,0,<16,N,N,N,None,N,N,Y,Moped/scooter,moped_scooter,2018,2018,2018-08,Ward 2,reportdate
28198078,19185982,89035672,Driver,0,<16,N,N,N,None,N,N,N,Moped/scooter,moped_scooter,2019,2019,2019-10,Ward 2,reportdate
27750062,18124173,87330001,Driver,0,<16,N,N,N,None,N,N,N,Moped/scooter,moped_scooter,2018,2018,2018-07,Ward 1,reportdate
28183790,19176297,88980943,Driver,0,<16,N,N,N,None,N,N,Y,Moped/scooter,moped_scooter,2019,2019,2019-10,Ward 4,reportdate
28146878,19152021,88836429,Driver,0,<16,N,N,N,None,N,N,N,Moped/scooter,moped_scooter,2019,2019,2019-08,Ward 6,reportdate
28163260,19162527,88896155,Driver,0,<16,N,N,N,None,N,N,N,Moped/scooter,moped_scooter,2019,2019,2019-09,Ward 7,reportdate
28281135,20004783,89347137,Driver,0,<16,N,N,N,None,N,N,N,Moped/scooter,moped_scooter,2020,2020,2020-01,Ward 2,reportdate
27832023,18176221,87643875,Driver,0,<16,N,N,N,None,N,N,N,Moped/scooter,moped_scooter,2018,2018,2018-10,Ward 7,reportdate
28033756,19078171,88396993,Driver,0,<16,N,N,N,None,N,N,N,Moped/scooter,moped_scooter,2019,2019,2019-05,Ward 4,reportdate
28529654,20130862,90174161,Driver,0,<16,N,N,N,None,N,N,N,Moped/scooter,moped_scooter,2020,2020,2020-09,Ward 4,reportdate
28343863,20043434,89611839,Driver,0,<16,N,N,N,None,N,N,Y,Moped/scooter,moped_scooter,2020,2020,2020-03,Ward 2,reportdate
28180927,19174475,88969757,Driver,0,<16,N,N,N,None,N,N,N,Moped/scooter,moped_scooter,2019,2019,2019-09,Ward 2,reportdate
28175624,19170402,88947970,Driver,0,<16,N,N,N,None,N,N,N,Moped/scooter,moped_scooter,2019,2019,2019-09,Ward 2,reportdate
27778920,18142180,87439764,Driver,0,<16,N,N,N,None,N,N,Y,Moped/scooter,moped_scooter,2018,2018,2018-08,Ward 8,reportdate
27838993,18180662,87670776,Driver,0,<16,N,N,N,None,N,N,N,Moped/scooter,moped_scooter,2018,2018,2018-10,Ward 8,reportdate
26600395,09085933,84910039,Driver,0,<16,N,N,N,None,N,N,N,Moped/scooter,moped_scooter,2009,2009,2009-06,Ward 1,reportdate
28207978,19191966,89073939,Driver,0,<16,N,N,N,None,N,N,N,Moped/scooter,moped_scooter,2019,2019,2019-10,Ward 2,reportdate
28202181,19188448,89051280,Driver,0,<16,N,N,N,None,N,N,N,Moped/scooter,moped_scooter,2019,2019,2019-10,Ward 8,reportdate
28171938,19167914,88932511,Driver,0,<16,N,N,N,None,N,N,N,Moped/scooter,moped_scooter,2019,2019,2019-09,Ward 7,reportdate
28276706,20001637,89334205,Driver,0,<16,N,N,N,None,N,N,N,Moped/scooter,moped_scooter,2020,2020,2020-01,Ward 7,reportdate
28335078,20037982,89550296,Driver,0,<16,N,N,N,None,N,N,Y,Moped/scooter,moped_scooter,2020,2020,2020-03,Ward 8,reportdate
27984695,19046282,88209676,Driver,0,<16,N,N,N,None,N,N,N,Moped/scooter,moped_scooter,2019,2019,2019-03,Ward 7,reportdate
28538676,20135335,90200991,Driver,0,<16,N,N,N,None,N,N,N,Moped/scooter,moped_scooter,2020,2020,2020-09,Ward 7,reportdate
28466944,20100525,89984099,Driver,0,<16,N,N,N,None,N,N,N,Moped/scooter,moped_scooter,2020,2020,2020-07,Ward 8,reportdate
28483924,20108301,90034026,Driver,0,<16,N,N,N,None,N,N,N,Moped/scooter,moped_scooter,2020,2020,2020-07,Ward 6,reportdate
28411645,20073730,89816097,Driver,0,<16,N,N,N,None,N,N,Y,Moped/scooter,moped_scooter,2020,2020,2020-05,Ward 1,reportdate
27810837,18162956,87564760,Driver,0,<16,N,N,N,None,N,N,Y,Moped/scooter,moped_scooter,2018,2018,2018-09,Ward 4,reportdate
25272314,15068921,84681173,Driver,0,<16,N,N,N,None,N,N,N,Moped/scooter,moped_scooter,2015,2015,2015-05,Ward 4,reportdate
28484001,20108460,90035608,Driver,0,<16,N,N,N,None,N,N,N,Moped/scooter,moped_scooter,2020,2020,2020-07,Ward 8,reportdate
28520650,20126232,90145751,Driver,0,<16,N,N,N,None,N,N,N,Moped/scooter,moped_scooter,2020,2020,2020-09,Ward 5,reportdate
28140887,19148230,88811505,Driver,0,<16,N,N,N,None,N,N,N,Moped/scooter,moped_scooter,2019,2019,2019-08,Ward 1,reportdate
28628924,20180633,90473046,Driver,0,<16,N,N,N,None,N,N,N,Moped/scooter,moped_scooter,2020,2020,2020-12,Ward 8,reportdate
28150791,19154486,88850334,Driver,0,<16,N,N,N,None,N,N,N,Moped/scooter,moped_scooter,2019,2019,2019-08,Ward 1,reportdate
28769761,21060806,90899783,Driver,0,<16,N,N,N,None,N,N,N,Moped/scooter,moped_scooter,2021,2021,2021-05,Ward 5,reportdate
28209988,19193807,89082452,Driver,0,<16,N,N,N,None,N,N,N,Moped/scooter,moped_scooter,2019,2019,2019-10,Ward 3,reportdate
28608601,20170834,90413957,Driver,0,<16,N,N,N,None,N,N,Y,Moped/scooter,moped_scooter,2020,2020,2020-12,Ward 6,reportdate
28154091,19156667,88862301,Driver,0,<16,N,N,N,None,N,N,N,Moped/scooter,moped_scooter,2019,2019,2019-09,Ward 8,reportdate
28364751,20053578,89674385,Driver,0,<16,N,N,N,None,N,N,N,Moped/scooter,moped_scooter,2020,2020,2020-04,Ward 8,reportdate
28762923,21057390,90877982,Driver,0,<16,N,N,N,None,N,N,N,Moped/scooter,moped_scooter,2021,2021,2021-05,Ward 5,reportdate
28224648,19202976,89141631,Driver,0,<16,N,N,N,None,N,N,N,Moped/scooter,moped_scooter,2019,2019,2019-11,Ward 1,reportdate
28099748,19121158,88651627,Driver,0,<16,N,N,N,None,N,N,Y,Moped/scooter,moped_scooter,2019,2019,2019-07,Ward 7,reportdate
28186953,19178633,88991890,Driver,0,<16,N,N,N,None,N,N,N,Moped/scooter,moped_scooter,2019,2019,2019-10,Ward 1,reportdate
28364594,20053156,89674737,Driver,0,<16,N,N,N,None,N,N,N,Moped/scooter,moped_scooter,2020,2020,2020-04,Ward 8,reportdate
24715792,10078636,84711036,Driver,0,<16,N,Y,N,Major,N,N,N,Moped/scooter,moped_scooter,2010,2011,2011-06,Ward 5,reportdate
28811890,21082559,91032496,Driver,0,<16,N,N,N,None,N,N,N,Moped/scooter,moped_scooter,2021,2021,2021-06,Ward 4,reportdate
25293770,15089825,85023485,Driver,0,<16,N,N,N,None,N,N,N,Moped/scooter,moped_scooter,2015,2015,2015-06,Ward 7,reportdate
28328043,20033709,89523434,Driver,0,<16,N,N,N,None,N,N,N,Moped/scooter,moped_scooter,2020,2020,2020-02,Ward 2,reportdate
26593172,09045089,84557195,Driver,0,<16,N,N,Y,Minor,N,N,N,Moped/scooter,moped_scooter,2009,2009,2009-04,Ward 6,reportdate
25269872,15065843,84741496,Driver,0,<16,N,N,N,None,N,N,N,Moped/scooter,moped_scooter,2015,2015,2015-05,Ward 7,reportdate
28772005,21062212,90908026,Driver,0,<16,N,N,N,None,N,N,N,Moped/scooter,moped_scooter,2021,2021,2021-05,Ward 7,reportdate
28561820,20147614,90272315,Driver,0,<16,N,N,N,None,N,N,Y,Moped/scooter,moped_scooter,2020,2020,2020-10,Ward 6,reportdate
28810663,21083305,91029115,Driver,0,<16,N,N,N,None,N,N,N,Moped/scooter,moped_scooter,2021,2021,2021-06,Ward 2,reportdate
28430003,20083679,89871984,Driver,0,<16,N,N,N,None,N,N,N,Moped/scooter,moped_scooter,2020,2020,2020-06,Ward 5,reportdate
28585775,20159454,90345246,Driver,0,<16,N,N,N,None,N,N,N,Moped/scooter,moped_scooter,2020,2020,2020-11,Ward 7,reportdate
